-4.00000000e+00 2.62593977e+00
-3.99131468e+00 2.63433618e+00
-3.98263272e+00 2.64272166e+00
-3.97395728e+00 2.65111318e+00
-3.96525126e+00 2.65950737e+00
-3.95655912e+00 2.66790103e+00
-3.94788345e+00 2.67629113e+00
-3.93918888e+00 2.68468382e+00
-3.93051691e+00 2.69307590e+00
-3.92183329e+00 2.70146436e+00
-3.91314208e+00 2.70985485e+00
-3.90444710e+00 2.71824419e+00
-3.89578612e+00 2.72663757e+00
-3.88709351e+00 2.73502372e+00
-3.87840733e+00 2.74341568e+00
-3.86969840e+00 2.75180241e+00
-3.86103452e+00 2.76018869e+00
-3.85235459e+00 2.76857891e+00
-3.84366290e+00 2.77696255e+00
-3.83496352e+00 2.78535119e+00
-3.82628940e+00 2.79374151e+00
-3.81758535e+00 2.80213036e+00
-3.80891245e+00 2.81051478e+00
-3.80021741e+00 2.81889859e+00
-3.79153177e+00 2.82728525e+00
-3.78285836e+00 2.83567155e+00
-3.77417401e+00 2.84405448e+00
-3.76548272e+00 2.85243729e+00
-3.75678827e+00 2.86082295e+00
-3.74811855e+00 2.86920824e+00
-3.73942779e+00 2.87759017e+00
-3.73074397e+00 2.88597152e+00
-3.72204715e+00 2.89434930e+00
-3.71336392e+00 2.90273155e+00
-3.70467485e+00 2.91111498e+00
-3.69598366e+00 2.91949126e+00
-3.68731499e+00 2.92787316e+00
-3.67862944e+00 2.93624725e+00
-3.66993136e+00 2.94462577e+00
-3.66124478e+00 2.95300542e+00
-3.65257240e+00 2.96137837e+00
-3.64387849e+00 2.96975595e+00
-3.63518644e+00 2.97813028e+00
-3.62649952e+00 2.98650302e+00
-3.61782080e+00 2.99487561e+00
-3.60913552e+00 3.00324505e+00
-3.60044741e+00 3.01161273e+00
-3.59176003e+00 3.01998816e+00
-3.58307671e+00 3.02836788e+00
-3.57438428e+00 3.03670872e+00
-3.56570261e+00 3.04508816e+00
-3.55701881e+00 3.05346260e+00
-3.54833635e+00 3.06182931e+00
-3.53964348e+00 3.07018569e+00
-3.53095894e+00 3.07852932e+00
-3.52227116e+00 3.08689347e+00
-3.51358369e+00 3.09527399e+00
-3.50489990e+00 3.10359849e+00
-3.49622293e+00 3.11196784e+00
-3.48752907e+00 3.12031064e+00
-3.47884884e+00 3.12868999e+00
-3.47015916e+00 3.13703745e+00
-3.46147653e+00 3.14538289e+00
-3.45279160e+00 3.15372342e+00
-3.44410786e+00 3.16205634e+00
-3.43541678e+00 3.17040841e+00
-3.42673376e+00 3.17874680e+00
-3.41805034e+00 3.18709750e+00
-3.40935876e+00 3.19542914e+00
-3.40067379e+00 3.20376697e+00
-3.39198772e+00 3.21208102e+00
-3.38330398e+00 3.22042192e+00
-3.37461552e+00 3.22873391e+00
-3.36592597e+00 3.23706595e+00
-3.35724868e+00 3.24538927e+00
-3.34855722e+00 3.25370138e+00
-3.33987478e+00 3.26202370e+00
-3.33118559e+00 3.27032940e+00
-3.32250255e+00 3.27863930e+00
-3.31381077e+00 3.28695022e+00
-3.30513167e+00 3.29525914e+00
-3.29644211e+00 3.30356322e+00
-3.28775448e+00 3.31185977e+00
-3.27907206e+00 3.32014629e+00
-3.27038171e+00 3.32844077e+00
-3.26170314e+00 3.33671983e+00
-3.25301570e+00 3.34500104e+00
-3.24433091e+00 3.35328134e+00
-3.23564451e+00 3.36155786e+00
-3.22695263e+00 3.36982789e+00
-3.21827334e+00 3.37808888e+00
-3.20958112e+00 3.38635626e+00
-3.20090079e+00 3.39460926e+00
-3.19221475e+00 3.40286296e+00
-3.18352670e+00 3.41109757e+00
-3.17484012e+00 3.41934433e+00
-3.16615195e+00 3.42758347e+00
-3.15746565e+00 3.43581253e+00
-3.14878447e+00 3.44404480e+00
-3.14009950e+00 3.45226190e+00
-3.13140846e+00 3.46047687e+00
-3.12272658e+00 3.46867219e+00
-3.11403978e+00 3.47687508e+00
-3.10535170e+00 3.48506807e+00
-3.09666579e+00 3.49326282e+00
-3.08797999e+00 3.50144270e+00
-3.07929765e+00 3.50961914e+00
-3.07061173e+00 3.51778951e+00
-3.06192581e+00 3.52595134e+00
-3.05323834e+00 3.53410229e+00
-3.04455279e+00 3.54225263e+00
-3.03586771e+00 3.55038736e+00
-3.02718181e+00 3.55851657e+00
-3.01849398e+00 3.56663780e+00
-3.00980771e+00 3.57474871e+00
-3.00112193e+00 3.58285846e+00
-2.99242290e+00 3.59095324e+00
-2.98376081e+00 3.59904204e+00
-2.97506303e+00 3.60712247e+00
-2.96637523e+00 3.61519227e+00
-2.95770019e+00 3.62324929e+00
-2.94900192e+00 3.63130169e+00
-2.94032301e+00 3.63933705e+00
-2.93162858e+00 3.64736341e+00
-2.92295930e+00 3.65537858e+00
-2.91428140e+00 3.66338993e+00
-2.90556381e+00 3.67138577e+00
-2.89688075e+00 3.67936429e+00
-2.88819999e+00 3.68734165e+00
-2.87952478e+00 3.69529776e+00
-2.87082590e+00 3.70323978e+00
-2.86213972e+00 3.71117430e+00
-2.85346888e+00 3.71909916e+00
-2.84478546e+00 3.72700416e+00
-2.83609357e+00 3.73489580e+00
-2.82739707e+00 3.74278010e+00
-2.81872823e+00 3.75063951e+00
-2.81003270e+00 3.75849556e+00
-2.80134291e+00 3.76633104e+00
-2.79266190e+00 3.77414455e+00
-2.78396612e+00 3.78194915e+00
-2.77528570e+00 3.78973579e+00
-2.76659772e+00 3.79750990e+00
-2.75790602e+00 3.80526292e+00
-2.74923855e+00 3.81299353e+00
-2.74054948e+00 3.82071364e+00
-2.73186685e+00 3.82841497e+00
-2.72317069e+00 3.83609615e+00
-2.71448770e+00 3.84375586e+00
-2.70579840e+00 3.85139901e+00
-2.69710654e+00 3.85901814e+00
-2.68843685e+00 3.86661810e+00
-2.67974983e+00 3.87419761e+00
-2.67104987e+00 3.88175545e+00
-2.66238103e+00 3.88929610e+00
-2.65368615e+00 3.89680721e+00
-2.64500850e+00 3.90429890e+00
-2.63631282e+00 3.91176466e+00
-2.62762199e+00 3.91920888e+00
-2.61893910e+00 3.92662537e+00
-2.61024934e+00 3.93402350e+00
-2.60157385e+00 3.94138719e+00
-2.59288115e+00 3.94873075e+00
-2.58419227e+00 3.95604350e+00
-2.57551038e+00 3.96333441e+00
-2.56682243e+00 3.97059325e+00
-2.55814782e+00 3.97782417e+00
